assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,region,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,44,100,100,1,0.26,165659,None,,0,0,0,0,4.7,356,118,None,,0,2,1.0,1.5,0,0.04,0.01,0.04,0.01,0.00,3.85,1.0,0.0,Diego Carlos,2.0,149,47,4,1.03,0,6.4,328,108,35,False,58.8,254,92,348,,2024-09-25T21:30:06.256588Z,45,369,59,0,0,None,0,,165659.jpg,2.8,138,41,0,30,0,0.0,Santos Silva,0.5,262,95,False,None,3,0.78,a,2,7,0.0,521,203,11,29173,252,51234,166,0.4,2.4,Diego Carlos,0
3,6,140,None,None,2,0.27,101188,2,,0,0,2,-2,150.4,53,9,2,,2,2,3.8,4.3,0,1.50,0.2,1.77,0.24,0.27,7.01,0.93,0.04,Lucas,4.8,26,8,9,1.19,0,33.8,96,19,36,False,155.2,90,30,678,,None,47,332,40,0,0,None,0,,101188.jpg,3.9,54,10,0,73,0,0.0,Digne,9.6,48,18,False,None,9,1.19,a,2,7,32.0,216,60,35,1130133,8659,405939,2313,1.0,7.4,Digne,3
0,0,0,0,0,0,0,461421,None,,0,0,0,0,0.0,640,291,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Lewis,0.0,627,279,0,0,0,0.0,643,291,37,False,0.0,642,290,0,Permanent transfer to West Bromwich Albion,2024-08-07T08:21:33.016106Z,50,229,148,0,0,None,0,,461421.jpg,0.0,643,291,0,None,0,0,Dobbin,0.0,663,300,False,None,0,0,u,2,7,0.0,637,289,0,0,0,256,0,0.0,0.0,Dobbin,0
0,5,122,None,None,0,0.0,476344,None,,0,0,1,-1,23.8,273,32,None,,0,4,-0.2,0.3,0,0.18,0.07,2.56,0.99,2.38,3.45,1.34,0.92,Jhon,0.8,285,35,5,1.94,4,31.3,117,20,38,False,148.2,102,14,232,,None,61,76,21,0,0,None,0,,476344.jpg,3.2,100,21,0,48,0,0.0,Durán,4.5,80,16,False,None,0,0.0,a,2,7,140.0,61,21,29,940364,822,572468,5359,0.1,4.8,Duran,1
0,0,0,None,None,0,0,462492,None,,0,0,0,0,0.0,465,34,None,,0,1,-1.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Joe,0.0,420,48,0,0,0,0.0,481,52,39,False,0.0,478,52,0,,None,40,627,64,0,0,None,0,,462492.jpg,0.0,486,52,0,13,0,0,Gauci,0.9,214,30,False,None,0,0,a,2,7,0.0,421,26,0,55853,69,36177,126,0.0,0.0,Gauci,0
0,0,0,None,None,0,0,123354,None,,0,0,0,0,0.0,435,153,None,,0,2,-1.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Kortney,0.0,389,128,0,0,0,0.0,452,153,40,False,0.0,449,153,0,,None,40,589,164,0,0,None,0,,123354.jpg,0.0,459,153,0,241,0,0,Hause,0.6,238,87,False,None,0,0,a,2,7,0.0,388,130,0,32182,44,38248,105,0.0,0.0,Hause,0
0,0,0,0,0,0,0,469247,None,,0,0,-1,1,0.0,657,299,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Samuel,0.0,645,290,0,0,0,0.0,658,299,41,False,0.0,658,299,0,Season long loan to Bologna,2024-08-29T11:07:04.555253Z,54,140,83,0,0,None,0,,469247.jpg,0.0,657,299,0,None,0,0,Iling-Junior,0.0,584,248,False,None,0,0,u,2,7,0.0,654,297,0,342,0,6489,3,0.0,0.0,Iling Jr,0
0,0,4,100,100,0,0.0,226944,None,,0,0,0,0,0.3,406,214,None,,0,3,-0.8,-0.3,0,0.00,0.0,0.00,0.0,0.00,0.10,1.12,0.0,Boubacar,0.2,362,181,1,11.25,0,0.2,437,217,42,False,1.8,427,210,8,,2024-07-17T13:30:04.954579Z,50,214,136,0,0,None,0,,226944.jpg,1.0,394,195,0,73,0,0.0,Kamara,0.0,628,279,False,None,0,0.0,a,2,7,0.0,631,285,1,1006,23,625,13,0.0,0.2,Kamara,0
0,0,0,0,0,0,0,465390,None,,0,0,0,0,0.0,469,168,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Kaine,0.0,424,145,0,0,0,0.0,485,168,43,False,0.0,482,168,0,Has joined Preston North End for the rest of the season,2024-08-09T11:14:21.895838Z,40,631,187,0,0,None,0,,465390.jpg,0.0,490,166,0,None,0,0,Kesler-Hayden,0.0,629,209,False,None,0,0,u,2,7,0.0,425,148,0,0,0,1416,1,0.0,0.0,Kesler-Hayden,0
0,1,98,100,100,0,0.0,199798,None,,0,0,0,0,51.3,195,49,None,,1,2,-0.2,0.3,0,0.18,0.03,0.53,0.08,0.35,6.83,0.96,0.05,Ezri,0.8,260,81,10,1.4,1,24.2,170,47,44,False,137.2,124,48,641,,2024-10-06T22:00:07.014898Z,45,372,62,0,0,None,0,,199798.jpg,2.4,172,53,0,241,0,0.0,Konsa Ngoyo,11.0,38,13,False,None,8,1.12,a,2,7,53.0,163,32,19,801874,852,914311,3112,0.2,4.2,Konsa,0
0,0,22,None,None,0,0.0,441302,None,,0,0,-3,3,83.3,126,25,None,,0,2,-0.5,0.0,0,0.68,0.45,0.69,0.46,0.01,2.01,1.32,0.01,Ian,0.5,304,101,2,1.31,0,13.1,261,87,45,False,32.2,315,111,137,,None,47,339,43,0,0,None,0,,441302.jpg,1.0,376,130,0,152,0,0.0,Maatsen,1.7,150,55,False,None,0,0.0,a,2,7,16.0,267,79,8,64109,151,258493,418,0.1,1.7,Maatsen,0
0,0,0,0,0,0,0,462381,None,,0,0,0,0,0.0,464,33,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Filip,0.0,419,47,0,0,0,0.0,480,51,46,False,0.0,477,51,0,Has joined MK Dons for the rest of the season,2024-07-18T09:50:40.812599Z,40,626,63,0,0,None,0,,462381.jpg,0.0,485,51,0,None,0,0,Marschall,0.0,667,71,False,None,0,0,u,2,7,0.0,420,25,0,0,0,56,0,0.0,0.0,Marschall,0
0,2,115,None,None,1,0.11,98980,None,,0,0,0,0,0.0,632,68,None,,0,1,3.8,4.3,0,0.00,0.0,0.00,0.0,0.00,8.98,1.0,0.0,Emiliano,4.8,27,3,11,1.22,0,20.9,196,12,47,False,208.4,44,12,810,,None,50,193,7,0,0,None,1,,98980.jpg,3.3,90,14,0,10,22,2.44,Martínez Romero,13.7,25,3,False,None,9,1.0,a,2,7,0.0,627,66,30,745812,2408,707485,2470,1.0,6.0,Martinez,1
0,0,53,100,100,2,0.42,122806,None,,0,0,-3,3,64.5,160,106,None,,0,3,-0.2,0.3,0,0.62,0.13,1.13,0.24,0.51,3.80,0.8,0.11,John,0.8,277,136,5,1.06,0,12.2,269,133,48,False,16.8,353,167,426,,2024-09-21T20:30:05.276348Z,52,170,104,0,0,None,0,,122806.jpg,1.7,264,120,0,243,0,0.0,McGinn,0.8,217,70,False,None,6,1.27,a,2,7,40.0,196,112,12,52181,208,196590,158,0.2,2.3,McGinn,2
0,0,0,100,100,0,0,149484,None,,0,0,-1,1,0.0,520,201,None,,0,2,-1.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Tyrone,0.0,490,194,0,0,0,0.0,532,202,49,False,0.0,529,202,0,,2024-08-05T15:00:04.309727Z,44,488,96,0,0,None,0,,149484.jpg,0.0,537,200,0,241,0,0,Mings,0.1,497,182,False,None,0,0,a,2,7,0.0,488,191,0,2707,52,5830,30,0.0,0.0,Mings,0
0,0,13,None,None,0,0.0,578545,None,,0,0,0,0,6.3,350,114,None,,0,2,-1.0,-0.5,0,0.02,0.02,0.02,0.02,0.00,1.84,1.78,0.0,Kosta,0.0,451,166,2,1.94,0,2.9,367,122,50,False,22.2,334,119,93,,None,40,659,209,0,0,None,0,,578545.jpg,1.0,344,116,0,190,0,0.0,Nedeljković,1.2,190,71,False,None,0,0.0,a,2,7,0.0,451,168,3,236574,35,167479,402,0.0,0.8,Nedeljkovic,0
0,0,0,100,100,0,0,111782,None,,0,0,0,0,0.0,547,63,None,,0,1,-1.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Robin,0.0,514,70,0,0,0,0.0,551,70,51,False,0.0,548,70,0,,2024-10-18T16:30:05.894923Z,45,364,14,0,0,None,0,,111782.jpg,0.0,555,70,0,206,0,0,Olsen,0.1,440,62,False,None,0,0,a,2,7,0.0,517,56,0,3993,13,7080,10,0.0,0.0,Olsen,0
0,0,93,None,None,1,0.11,244954,None,,0,0,0,0,40.4,225,61,None,,0,2,1.5,2.0,0,0.14,0.02,0.31,0.04,0.17,8.98,1.0,0.02,Pau,2.5,102,34,11,1.22,0,18.8,215,65,52,False,120.6,148,59,810,,None,45,389,76,0,0,None,0,,244954.jpg,2.0,218,73,0,200,0,0.0,Torres,1.9,144,53,False,None,9,1.0,a,2,7,27.0,227,62,18,199855,285,160472,634,0.6,4.0,Pau,1
2,0,101,100,100,0,0.0,232653,None,,0,0,-1,1,119.9,83,61,None,,0,3,0.5,1.0,0,1.16,0.21,1.70,0.31,0.54,6.32,1.12,0.1,Jacob,1.5,211,102,10,1.78,0,30.7,119,69,53,False,84.8,205,85,507,,2024-10-02T23:30:05.314520Z,54,134,79,0,0,None,0,,232653.jpg,2.4,179,77,0,241,0,0.0,Ramsey,0.3,298,98,False,None,5,0.89,a,2,7,100.0,90,59,19,41713,85,46666,109,0.3,3.5,Ramsey,1
2,3,110,None,None,1,0.12,244850,None,,0,0,4,-4,154.0,51,43,None,,1,3,1.5,2.0,0,1.42,0.17,2.99,0.36,1.57,8.01,0.97,0.19,Morgan,2.5,111,43,9,1.09,2,49.8,42,30,54,False,168.4,72,24,741,,None,54,136,81,0,0,None,0,,244850.jpg,3.9,55,22,0,241,0,0.0,Rogers,22.4,15,7,False,None,9,1.09,a,2,7,174.0,37,22,35,2304872,2761,827594,10254,0.5,6.5,Rogers,2
0,0,0,0,0,0,0,248164,None,,0,0,0,0,0.0,455,27,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Viljami,0.0,410,42,0,0,0,0.0,472,46,55,False,0.0,469,46,0,Permanent transfer to Celtic,2024-07-18T09:43:21.242291Z,40,615,57,0,0,None,0,,248164.jpg,0.0,477,46,0,None,0,0,Sinisalo,0.0,668,72,False,None,0,0,u,2,7,0.0,410,19,0,0,0,58,0,0.0,0.0,Sinisalo,0
0,0,0,0,0,0,0,514315,None,,0,0,0,0,0.0,480,175,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Lino,0.0,437,154,0,0,0,0.0,496,175,56,False,0.0,493,175,0,Loaned to  Bristol Rovers,2024-08-16T11:50:34.812830Z,40,645,197,0,0,None,0,,514315.jpg,0.0,502,174,0,None,0,0,da Cruz Sousa,0.1,470,172,False,None,0,0,u,2,7,0.0,437,156,0,0,0,16465,10,0.0,0.0,Sousa,0
3,5,187,None,None,1,0.11,166989,1,,0,0,0,0,306.0,6,6,None,,0,3,2.0,2.5,0,2.19,0.25,2.73,0.31,0.54,8.92,1.0,0.06,Youri,3.0,76,27,11,1.23,0,57.3,31,21,57,False,208.4,45,13,803,,None,55,111,68,0,0,None,0,,166989.jpg,3.4,82,35,0,21,0,0.0,Tielemans,1.5,167,49,False,None,9,1.01,a,2,7,59.0,150,94,31,194357,433,137991,767,0.5,5.6,Tielemans,2
2,7,183,100,100,4,0.52,178301,None,,0,0,1,-1,106.6,106,6,None,,2,4,2.0,2.5,0,0.56,0.07,4.88,0.64,4.32,6.51,0.85,0.57,Ollie,3.0,84,19,7,0.92,5,64.5,19,6,58,False,214.6,39,7,686,,2024-09-04T10:00:05.026467Z,91,8,2,0,0,2,0,,178301.jpg,5.7,14,6,0,241,0,0.0,Watkins,27.1,9,2,False,None,9,1.18,a,2,7,324.0,8,4,51,1929496,3410,2634114,13912,0.3,5.6,Watkins,0
0,5,119,100,100,1,0.17,449871,None,,0,0,0,0,50.6,198,126,None,,0,3,-0.5,0.0,0,0.18,0.03,1.50,0.25,1.32,7.20,1.2,0.22,Amadou,0.5,316,151,8,1.33,2,32.8,105,63,233,False,150.0,99,33,541,,2024-10-02T23:30:05.433384Z,50,227,147,0,0,None,0,,449871.jpg,3.4,80,33,0,21,0,0.0,Onana,5.9,67,20,False,None,8,1.33,a,2,7,126.0,70,40,27,1408425,535,1054638,4224,0.1,5.4,Onana,3
0,0,9,100,100,1,0.56,481624,None,,0,0,-2,2,4.1,360,197,None,,0,3,-0.8,-0.3,0,0.05,0.03,0.28,0.16,0.23,2.41,1.34,0.13,Jaden,0.2,369,185,1,0.56,0,2.2,384,191,569,False,7.2,392,189,162,,2024-10-19T16:30:07.135033Z,53,161,96,0,0,None,0,,481624.jpg,0.6,435,218,1,241,0,0.0,Philogene,0.0,528,210,False,None,1,0.56,a,2,7,13.0,279,155,3,1881,11,7027,11,0.0,0.6,Jaden,1
0,0,6,None,None,0,0.0,515597,None,,0,0,0,0,15.5,303,95,None,,0,2,-1.0,-0.5,0,0.08,0.04,0.08,0.04,0.00,1.30,0.7,0.0,Lamare,0.0,439,156,3,1.61,0,4.4,352,114,598,False,28.8,322,115,168,,None,40,647,199,0,0,None,0,,515597.jpg,1.0,343,115,0,152,0,0.0,Bogarde,0.3,295,109,False,None,2,1.07,a,2,7,0.0,439,158,2,48533,30,30599,118,0.0,0.5,Bogarde,1
0,0,0,None,None,0,0,514287,None,,0,0,0,0,0.0,479,174,None,,0,2,-1.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Sil,0.0,436,153,0,0,0,0.0,495,174,640,False,0.0,492,174,0,,None,40,644,196,0,0,None,0,,514287.jpg,0.0,501,173,0,152,0,0,Swinkels,0.1,479,177,False,None,0,0,a,2,7,0.0,436,155,0,6242,19,3228,26,0.0,0.0,Swinkels,0
0,0,0,None,None,0,0,516159,None,,0,0,0,0,0.0,482,41,None,,0,1,-1.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Oliwier,0.0,440,55,0,0,0,0.0,498,59,641,False,0.0,495,59,0,,None,40,648,71,0,0,None,0,,516159.jpg,0.0,504,59,0,172,0,0,Zych,0.7,226,32,False,None,0,0,a,2,7,0.0,440,33,0,71628,350,18471,159,0.0,0.0,Zych,0
0,0,0,None,None,0,0,537403,None,,0,0,0,0,0.0,598,267,None,,0,3,-1.0,-0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Kadan,0.0,569,239,0,0,0,0.0,601,264,656,False,0.0,598,261,0,,None,45,451,278,0,0,None,0,,537403.jpg,0.0,605,268,0,241,0,0,Young,0.3,331,114,False,None,0,0,a,2,7,0.0,574,254,0,38301,153,18757,146,0.0,0.0,Young,0
0,0,0,None,None,0,0,232980,None,,0,0,-2,2,0.0,508,197,None,,0,2,0.0,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Max,0.0,476,187,0,0,0,0.0,523,198,59,False,0.0,520,198,0,,None,43,557,143,0,0,None,0,,232980.jpg,0.0,528,196,0,241,0,0,Aarons,0.2,382,136,False,None,0,0,a,3,91,0.0,473,185,0,6890,26,16813,32,0.0,0.0,Aarons,0
0,0,4,100,100,0,0.0,200785,None,,0,0,-1,1,0.1,419,220,None,,0,3,0.2,-0.8,0,0.02,0.05,0.02,0.05,0.00,0.97,2.65,0.0,Tyler,0.2,357,176,1,2.73,0,0.1,438,218,60,False,0.6,432,213,33,,2024-07-21T20:00:04.554690Z,49,266,174,0,0,None,0,,200785.jpg,0.5,441,222,0,229,0,0.0,Adams,0.0,627,278,False,None,0,0.0,a,3,91,0.0,615,277,1,956,33,919,11,0.0,0.2,Adams,1
0,0,0,0,0,0,0,444180,None,,0,0,0,0,0.0,560,236,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jaidon,0.0,528,205,0,0,0,0.0,564,233,61,False,0.0,561,230,0,Season long loan to Burnley,2024-08-30T09:46:29.420148Z,45,396,237,0,0,None,0,,444180.jpg,0.0,568,237,0,None,0,0,Anthony,0.2,401,143,False,None,0,0,u,3,91,0.0,532,222,0,8381,0,40401,49,0.0,0.0,Anthony,0
0,0,17,100,100,0,0.0,111317,None,,0,0,-1,1,15.6,301,176,None,,0,3,0.8,-0.2,1,0.26,0.75,0.29,0.84,0.03,0.94,2.73,0.09,David,0.8,269,131,1,2.9,0,2.2,383,190,62,False,6.6,395,192,31,,2024-08-12T14:30:04.440536Z,49,254,164,0,0,None,0,,111317.jpg,1.0,386,188,0,244,0,0.0,Brooks,0.0,612,268,False,None,0,0.0,a,3,91,0.0,611,274,3,1174,5,1344,4,0.2,0.6,Brooks,0
0,0,125,None,None,3,0.43,158499,4,,0,0,-1,1,115.7,90,67,None,,0,3,3.0,2.0,2,0.29,0.04,0.66,0.09,0.37,8.78,1.26,0.05,Ryan,3.0,71,23,8,1.15,1,29.5,130,76,63,False,115.6,157,57,625,,None,49,259,167,0,0,None,0,,158499.jpg,2.2,203,85,0,243,0,0.0,Christie,0.2,372,133,False,None,8,1.15,a,3,91,63.0,141,89,22,15599,116,20800,78,0.6,4.5,Christie,4
2,2,174,None,None,1,0.1,155408,1,,0,0,0,0,232.0,21,17,None,,0,3,2.2,1.2,2,1.32,0.13,1.65,0.16,0.33,13.14,1.32,0.03,Lewis,2.2,131,56,12,1.21,1,50.0,41,29,64,False,212.4,42,12,893,,None,50,196,123,0,0,None,0,,155408.jpg,3.1,107,41,0,241,0,0.0,Cook,0.3,330,113,False,None,10,1.01,a,3,91,55.0,162,100,31,33368,523,18872,153,0.4,6.2,Cook,3
0,0,14,100,100,1,0.67,168636,None,,0,0,-1,1,27.3,264,30,4,,0,4,1.0,0.0,1,0.08,0.05,0.74,0.49,0.66,2.98,1.99,0.44,Enes,1.0,251,32,2,1.33,0,7.9,309,34,65,False,10.0,374,35,135,,2024-08-12T14:30:04.450058Z,54,131,37,0,0,None,0,,168636.jpg,1.0,402,39,0,219,0,0.0,Ünal,0.0,514,66,False,None,1,0.67,a,3,91,47.0,177,34,7,6719,39,6450,53,0.2,1.3,Enes Ünal,1
0,0,0,0,0,0,0,441240,None,,0,0,0,0,0.0,638,290,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Romain,0.0,625,278,0,0,0,0.0,641,290,66,False,0.0,640,289,0,Loaned to Brest,2024-08-20T12:15:06.505689Z,50,225,145,0,0,None,0,,441240.jpg,0.0,641,290,0,None,0,0,Faivre,0.0,639,284,False,None,0,0,u,3,91,0.0,635,288,0,23,0,1385,0,0.0,0.0,Faivre,0
0,0,0,0,0,0,0,424044,None,,0,0,0,0,0.0,559,235,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Hamed,0.0,527,204,0,0,0,0.0,563,232,67,False,0.0,560,229,0,Season long loan to A.J.Auxerre,2024-08-29T11:07:43.785266Z,45,392,236,0,0,None,0,,424044.jpg,0.0,567,236,0,None,0,0,Traorè,0.1,483,180,False,None,0,0,u,3,91,0.0,531,221,0,3525,0,17112,20,0.0,0.0,H.Traorè,0
0,0,0,None,None,0,0,463981,None,,0,0,0,0,0.0,467,167,None,,0,2,0.0,-1.0,0,0.00,0,0.00,0,0.00,0.00,0,0,James,0.0,422,144,0,0,0,0.0,483,167,68,False,0.0,480,167,0,,None,40,629,186,0,0,None,0,,463981.jpg,0.0,488,165,0,241,0,0,Hill,0.4,288,106,False,None,0,0,a,3,91,0.0,423,147,0,17709,44,22263,94,0.0,0.0,Hill,0
0,0,7,0,0,0,0.0,523700,None,,0,0,0,0,10.6,326,36,None,,0,4,0.0,0.0,0,0.00,0.0,0.00,0.0,0.00,0.34,1.18,0.0,Daniel,0.0,561,46,0,0.0,0,1.6,401,43,69,False,3.2,415,41,26,Loaned to Watford,2024-08-31T06:32:40.630710Z,45,443,69,0,0,None,0,,523700.jpg,1.0,365,35,0,None,0,0.0,Jebbison,1.5,165,32,False,None,0,0.0,u,3,91,2.0,358,43,2,380085,0,418506,1055,0.0,0.4,Jebbison,0
2,1,108,100,100,1,0.11,544877,None,,0,0,-1,1,118.5,86,20,None,,1,2,4.8,3.8,8,0.81,0.09,0.99,0.11,0.18,13.11,1.41,0.02,Milos,4.8,25,7,12,1.29,0,25.8,157,42,70,False,109.4,168,67,837,,2024-10-16T12:30:06.628105Z,44,527,120,0,0,None,0,,544877.jpg,2.7,147,44,0,98,0,0.0,Kerkez,0.5,259,93,False,None,10,1.08,a,3,91,29.0,223,61,27,48445,5034,47865,77,1.1,6.1,Kerkez,2
2,2,82,None,None,4,0.66,222683,None,,0,0,-2,2,111.7,98,74,None,,1,3,4.2,3.2,3,0.64,0.11,2.40,0.4,1.76,7.88,1.3,0.29,Justin,4.2,35,11,6,0.99,1,37.4,77,49,71,False,103.2,177,70,546,,None,53,160,95,0,0,1,0,,222683.jpg,2.8,143,58,0,152,0,0.0,Kluivert,0.3,301,99,False,None,7,1.15,a,3,91,159.0,49,28,28,29994,697,40942,151,0.8,5.3,Kluivert,4
0,0,0,0,0,0,0,223911,None,,0,0,-1,1,0.0,527,205,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Chris,0.0,497,199,0,0,0,0.0,536,206,72,False,0.0,533,206,0,On loan to Sunderland for the season,2024-09-01T09:10:00.945219Z,44,505,109,0,0,None,0,,223911.jpg,0.0,541,204,0,None,0,0,Mepham,0.0,556,195,False,None,0,0,u,3,91,0.0,494,195,0,287,0,5647,3,0.0,0.0,Mepham,0
1,1,96,25,25,1,0.22,533463,None,,0,0,0,0,77.5,134,93,None,,0,3,0.4,0.1,0,0.89,0.19,2.55,0.55,1.66,5.90,1.29,0.36,Dango,1.5,208,99,4,0.87,1,30.2,124,73,74,False,115.4,158,58,412,Muscle injury - 25% chance of playing,2024-11-01T16:30:07.369192Z,50,240,156,0,0,None,0,,533463.jpg,2.8,142,57,0,35,0,0.0,Ouattara,0.0,560,229,False,None,4,0.87,d,3,91,108.0,83,52,22,3021,0,3612,35,0.3,4.4,O.Dango,0
0,0,0,0,0,0,0,495145,None,,0,0,0,0,0.0,473,39,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Alex,0.0,428,53,0,0,0,0.0,489,57,75,False,0.0,486,57,0,Loaned to Auckland FC,2024-08-10T12:14:13.050842Z,40,636,69,0,0,None,0,,495145.jpg,0.0,494,57,0,None,0,0,Paulsen,0.0,564,68,False,None,0,0,u,3,91,0.0,429,31,0,0,0,2049,3,0.0,0.0,Paulsen,0
0,0,5,100,100,0,0.0,168991,None,,0,0,-2,2,4.7,357,195,3,,0,3,0.0,-1.0,0,0.09,0.39,0.09,0.39,0.00,0.58,2.49,0.0,Philip,0.0,594,257,1,4.29,0,1.4,406,198,76,False,5.2,398,193,21,,2024-08-29T09:30:04.570455Z,48,301,202,0,0,None,0,,168991.jpg,1.0,380,185,0,58,0,0.0,Billing,0.1,506,195,False,None,0,0.0,a,3,91,4.0,342,189,2,4049,11,7020,28,0.0,0.4,Philip,0
0,0,54,0,0,1,0.35,503139,None,,0,0,-2,2,65.5,158,104,None,,0,3,0.0,0.0,0,0.17,0.06,0.29,0.1,0.12,3.67,1.28,0.04,Alex,1.0,245,118,3,1.05,0,15.8,234,113,77,False,71.0,230,100,258,Knee injury - Unknown return date,2024-10-25T09:00:05.962917Z,48,329,218,0,0,None,0,,503139.jpg,1.4,298,141,0,241,0,0.0,Scott,0.0,535,214,False,None,2,0.7,i,3,91,21.0,243,138,11,2182,1,4698,21,0.2,2.3,Scott,0
1,1,170,None,None,1,0.1,437730,None,,0,0,1,-1,146.1,57,47,None,,1,3,3.0,2.0,7,1.62,0.17,4.96,0.51,3.34,12.99,1.33,0.34,Antoine,3.0,77,28,12,1.23,4,62.7,21,15,78,False,180.8,64,20,877,,None,56,108,66,0,0,None,0,,437730.jpg,4.1,46,20,0,81,0,0.0,Semenyo,7.4,56,16,False,None,10,1.03,a,3,91,304.0,10,5,41,1493202,17874,887320,1759,0.5,7.3,Semenyo,4
0,3,87,None,None,1,0.13,221466,None,,0,0,-2,2,59.2,178,44,None,,1,2,3.5,2.5,2,0.40,0.05,0.52,0.07,0.12,9.96,1.27,0.02,Marcos,3.5,52,18,8,1.02,0,24.1,173,49,79,False,166.0,74,23,706,,None,48,308,34,0,0,None,0,,221466.jpg,2.4,175,55,0,10,0,0.0,Senesi,0.6,236,85,False,None,8,1.02,a,3,91,14.0,275,83,19,35214,754,74763,166,0.7,4.0,Senesi,3
1,2,75,0,0,0,0.0,224995,None,,0,0,0,0,96.3,114,84,None,,1,3,0.0,0.0,0,0.91,0.4,2.00,0.88,1.09,3.48,1.54,0.48,Luis,0.5,314,149,3,1.33,1,37.2,78,50,80,False,98.4,188,75,203,Knock - Unknown return date,2024-10-25T09:00:05.974870Z,50,213,135,0,0,None,0,,224995.jpg,2.4,176,74,0,48,0,0.0,Sinisterra,0.3,329,112,False,None,1,0.44,i,3,91,177.0,36,21,19,68032,3,66640,397,0.1,3.8,Sinisterra,0
0,0,61,None,None,1,0.17,54469,None,,0,0,0,0,31.7,250,72,None,,0,2,1.5,0.5,2,0.04,0.01,0.54,0.1,0.50,6.80,1.17,0.09,Adam,1.5,196,60,5,0.86,0,8.2,304,98,81,False,48.8,282,99,521,,None,45,356,54,0,0,None,0,,54469.jpg,1.8,248,82,0,241,0,0.0,Smith,0.2,370,130,False,None,5,0.86,a,3,91,2.0,354,118,18,14580,72,16918,29,0.3,4.0,Smith,2
2,2,129,None,None,2,0.23,201658,2,,0,0,0,0,294.1,11,10,2,,0,3,2.5,1.5,2,1.13,0.13,3.65,0.42,2.52,10.67,1.23,0.29,Marcus,2.5,114,44,11,1.27,1,67.7,15,10,83,False,170.4,68,22,778,,None,55,114,70,0,0,None,0,,201658.jpg,3.2,99,39,0,241,0,0.0,Tavernier,0.3,296,97,False,None,9,1.04,a,3,91,212.0,28,17,32,61857,239,52353,161,0.5,5.8,Tavernier,2
0,1,38,None,None,0,0.0,229600,None,,0,0,-1,1,0.0,529,58,None,,0,1,2.0,1.0,3,0.01,0.0,0.01,0.0,0.00,4.39,1.46,0.0,Mark,2.0,147,14,3,1.0,0,6.6,326,24,84,False,66.4,238,24,270,,None,44,509,28,0,0,None,0,,229600.jpg,3.3,87,13,0,104,12,4.0,Travers,0.2,405,57,False,None,3,1.0,a,3,91,0.0,497,51,10,5540,190,9048,28,0.5,2.3,Travers,0
