name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Rasmus Højlund,FWD,Man Utd,2.5,0,0,0,0,0.0,375,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,6,0,0,0,0,10,0,125418,0,,,0.0,0,3876,18995,15119,69,True,0
Rayan Aït-Nouri,DEF,Wolves,4.5,0,0,-4,0,0.0,533,0.02,0.11,0.09,2.92,100,2,0,0.0,0.0,2024-11-02T17:30:00Z,79,7,0,0,0,0,10,0,1115819,1,2,2,0.0,1,577774,590895,13121,46,True,0
Raúl Jiménez,FWD,Fulham,3.5,0,0,0,0,0.0,252,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,4,0,0,0,0,10,0,1215554,0,,,0.0,0,158936,226375,67439,58,True,0
Reece James,DEF,Chelsea,1.0,0,0,0,0,0.0,172,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,14,0,0,0,0,10,0,48828,0,,,0.0,0,23353,26257,2904,49,False,0
Reiss Nelson,MID,Fulham,1.5,0,0,0,0,0.0,10,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,4,0,0,0,0,10,0,10499,0,,,0.0,0,-546,549,1095,50,True,0
Remi Matthews,GK,Crystal Palace,0.0,0,0,0,0,0.0,209,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,20,0,0,0,0,10,0,66564,0,1,2,0.0,0,-1265,416,1681,40,False,0
Renato Palma Veiga,MID,Chelsea,0.5,0,0,0,0,0.0,184,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,14,0,0,0,0,10,0,26173,0,,,0.0,0,-1458,980,2438,45,False,0
Rhys Williams,DEF,Liverpool,0.0,0,0,0,0,0.0,334,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,5,0,0,0,0,10,0,7044,0,1,2,0.0,0,-280,0,280,40,True,0
Ricardo Barbosa Pereira,DEF,Leicester,0.5,0,0,9,0,0.0,302,0.01,0.01,0.00,0.99,93,1,0,0.0,0.0,2024-11-02T15:00:00Z,79,10,0,0,0,0,10,0,12714,1,1,1,0.0,2,-231,450,681,42,False,0
Riccardo Calafiori,DEF,Arsenal,0.0,0,0,0,0,0.0,578,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,15,0,0,0,0,10,0,171771,0,0,1,0.0,0,-53538,281,53819,58,False,0
Richarlison de Andrade,FWD,Spurs,0.7,0,0,0,0,0.0,497,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,2,0,0,0,0,10,0,41658,0,,,0.0,0,62,1518,1456,68,True,0
Rico Henry,DEF,Brentford,0.0,0,0,0,0,0.0,92,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,9,0,0,0,0,10,0,3542,0,,,0.0,0,-143,51,194,43,False,0
Rico Lewis,DEF,Man City,4.2,0,0,5,0,0.0,355,0.08,0.08,0.00,0.03,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,17,3,0,0,0,0,10,0,1791811,0,1,2,0.0,1,177853,209167,31314,48,False,0
Robert Sánchez,GK,Chelsea,2.3,0,0,0,0,0.0,185,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,14,0,0,0,0,10,0,1238532,0,,,0.0,0,-27503,30616,58119,47,False,0
Robin Olsen,GK,Aston Villa,-0.5,0,0,0,0,0.0,51,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,11068,0,,,0.0,0,-112,272,384,45,False,0
Rob Holding,DEF,Crystal Palace,0.0,0,0,0,0,0.0,202,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,20,0,0,0,0,10,0,8599,0,2,2,0.0,0,-136,146,282,43,False,0
Rodrigo 'Rodri' Hernandez,MID,Man City,0.0,0,0,0,0,0.0,360,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,3,0,0,0,0,10,0,99536,0,1,2,0.0,0,-2769,144,2913,63,False,0
Rodrigo Bentancur,MID,Spurs,1.5,0,0,0,0,0.0,480,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,2,0,0,0,0,10,0,19626,0,,,0.0,0,-599,1134,1733,50,True,0
Rodrigo Martins Gomes,MID,Wolves,0.2,0,0,0,0,0.0,563,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,7,0,0,0,0,10,0,7935,0,2,2,0.0,0,-191,216,407,52,True,0
Rodrigo Muniz Carvalho,FWD,Fulham,1.8,0,0,0,0,0.0,251,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,4,0,0,0,0,10,0,219840,0,,,0.0,0,-30577,2631,33208,57,True,0
Romain Faivre,MID,Bournemouth,0.0,0,0,0,0,0.0,66,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,13,0,0,0,0,10,0,652,0,1,2,0.0,0,-16,0,16,50,True,0
Roman Dixon,DEF,Everton,0.5,0,0,0,0,0.0,627,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,17,0,0,0,0,10,0,7780,0,0,1,0.0,0,57,447,390,40,False,0
Romelu Lukaku Bolingoli,FWD,Chelsea,0.0,0,0,0,0,0.0,175,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,14,0,0,0,0,10,0,22438,0,,,0.0,0,-331,0,331,63,False,0
Roméo Lavia,MID,Chelsea,1.7,0,0,0,0,0.0,174,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,14,0,0,0,0,10,0,93187,0,,,0.0,0,11659,16325,4666,45,False,0
Ronnie Edwards,DEF,Southampton,-0.5,0,0,0,0,0.0,460,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,8,0,0,0,0,10,0,31142,0,0,1,0.0,0,4749,6526,1777,39,True,0
Ross Barkley,MID,Aston Villa,0.0,0,0,0,0,0.0,29,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,39611,0,,,0.0,0,-1426,2018,3444,52,False,0
Ross Stewart,FWD,Southampton,0.0,0,0,0,0,0.0,473,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,8,0,0,0,0,10,0,281163,0,0,1,0.0,0,-47315,1863,49178,46,True,0
Ryan Christie,MID,Bournemouth,2.0,0,0,6,1,0.0,63,0.01,0.01,0.00,0.83,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,65,13,0,0,0,0,10,0,19863,1,1,2,0.0,2,228,1712,1484,49,True,1
Ryan Fraser,MID,Southampton,-0.8,0,0,0,0,0.0,397,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,8,0,0,0,0,10,0,3003,0,0,1,0.0,0,-255,69,324,48,True,0
Ryan Gravenberch,MID,Liverpool,3.2,0,0,18,0,0.0,323,0.03,0.06,0.03,1.00,94,1,0,0.0,0.0,2024-11-02T15:00:00Z,90,5,0,0,0,0,10,0,104448,1,1,2,0.0,2,1810,12379,10569,50,True,0
Ryan Manning,DEF,Southampton,1.3,0,0,3,0,0.0,467,0.24,0.24,0.00,0.43,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,58,8,0,0,0,0,10,0,6620,1,0,1,0.0,1,22,222,200,43,True,0
Ryan Sessegnon,DEF,Fulham,0.0,0,0,0,0,0.0,579,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,4,0,0,0,0,10,0,13194,0,,,0.0,0,-453,144,597,43,True,0
Ryan Trevitt,MID,Brentford,0.0,0,0,0,0,0.0,602,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,9,0,0,0,0,10,0,5692,0,,,0.0,0,-136,135,271,45,False,0
Ryan Yates,MID,Nott'm Forest,4.0,0,0,9,1,0.0,449,0.02,0.07,0.05,0.16,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,90,19,0,0,0,0,10,0,33587,1,0,3,0.0,3,15457,17193,1736,49,True,0
Rúben Gato Alves Dias,DEF,Man City,2.6,0,0,0,0,0.0,361,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,3,0,0,0,0,10,0,438210,0,1,2,0.0,0,8317,33685,25368,55,False,0
Salah-Eddine Oulad M'hand,MID,Arsenal,1.0,0,0,0,0,0.0,638,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,15,0,0,0,0,10,0,1424,0,0,1,0.0,0,12,100,88,45,False,0
Samuel Amo-Ameyaw,MID,Southampton,-0.5,0,0,0,0,0.0,451,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,8,0,0,0,0,10,0,11486,0,0,1,0.0,0,-407,218,625,45,True,0
Samuel Edozie,MID,Southampton,0.0,0,0,0,0,0.0,459,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,8,0,0,0,0,10,0,1270,0,0,1,0.0,0,-46,0,46,49,True,0
Samuel Iling-Junior,MID,Aston Villa,0.0,0,0,0,0,0.0,41,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,2500,0,,,0.0,0,-62,0,62,54,False,0
Sam Johnstone,GK,Wolves,0.5,0,0,0,0,0.0,204,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,7,0,0,0,0,10,0,46804,0,2,2,0.0,0,-2896,797,3693,44,True,0
Sam Morsy,MID,Ipswich,1.7,1,0,26,0,0.0,278,0.09,0.09,0.00,1.95,93,1,0,0.0,0.0,2024-11-02T15:00:00Z,90,11,0,0,0,0,10,0,22989,1,1,1,0.0,5,-6043,255,6298,49,True,0
Sam Szmodics,MID,Ipswich,3.0,0,0,0,1,0.0,611,0.00,0.33,0.33,0.44,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,73,11,0,0,0,0,10,0,32762,1,1,1,0.0,3,8478,10401,1923,58,True,0
Sander Berge,MID,Fulham,1.5,0,0,0,0,0.0,622,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,4,0,0,0,0,10,0,2192,0,,,0.0,0,41,174,133,50,True,0
Sandro Tonali,MID,Newcastle,0.5,0,0,1,0,0.0,417,0.00,0.00,0.00,0.43,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,25,1,0,0,0,0,10,0,34869,0,0,1,0.0,0,-1075,2775,3850,55,True,1
Santiago Bueno,DEF,Wolves,1.0,0,0,0,0,0.0,564,0.00,0.00,0.00,2.92,100,2,0,0.0,0.0,2024-11-02T17:30:00Z,79,7,0,0,0,0,10,0,7722,1,2,2,0.0,1,94,343,249,43,True,0
Saša Kalajdžić,FWD,Wolves,0.0,0,0,0,0,0.0,555,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,7,0,0,0,0,10,0,4378,0,2,2,0.0,0,-210,121,331,48,True,0
Saša Lukić,MID,Fulham,0.0,0,0,0,0,0.0,249,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,4,0,0,0,0,10,0,4412,0,,,0.0,0,-431,7,438,49,True,0
Scott Carson,GK,Man City,1.0,0,0,0,0,0.0,344,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,3,0,0,0,0,10,0,22260,0,1,2,0.0,0,-296,465,761,40,False,0
Scott McTominay,MID,Man Utd,0.0,0,0,0,0,0.0,381,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,6,0,0,0,0,10,0,17938,0,,,0.0,0,-587,0,587,49,True,0
Sean Longstaff,MID,Newcastle,0.2,0,0,6,1,0.0,410,0.01,0.03,0.02,1.11,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,90,1,0,0,0,0,10,0,54397,1,0,1,0.0,3,-2519,2924,5443,47,True,0
Sepp van den Berg,DEF,Brentford,0.8,0,0,0,0,0.0,338,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,9,0,0,0,0,10,0,335279,0,,,0.0,0,23253,36065,12812,40,False,0
Sergio Reguilón,DEF,Spurs,0.5,0,0,0,0,0.0,496,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,2,0,0,0,0,10,0,19164,0,,,0.0,0,-604,365,969,43,True,0
Shea Charles,MID,Southampton,0.0,0,0,0,0,0.0,458,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,8,0,0,0,0,10,0,3760,0,0,1,0.0,0,-179,0,179,45,True,0
Sil Swinkels,DEF,Aston Villa,-0.5,0,0,0,0,0.0,640,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,7458,0,,,0.0,0,-80,297,377,40,False,0
Simon Adingra,MID,Brighton,-0.8,0,0,3,0,0.0,113,0.02,0.02,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,3,12,0,0,0,0,10,0,45056,0,1,2,0.0,1,-3250,1227,4477,54,False,0
Solly March,MID,Brighton,-0.2,0,0,0,0,0.0,132,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,12,0,0,0,0,10,0,645,0,1,2,0.0,0,-23,37,60,65,False,0
Son Heung-min,MID,Spurs,1.9,0,0,0,0,0.0,503,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,2,0,0,0,0,10,0,604337,0,,,0.0,0,-183553,16881,200434,99,True,0
Stefan Bajčetić Maquieira,MID,Liverpool,0.0,0,0,0,0,0.0,312,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,5,0,0,0,0,10,0,5165,0,1,2,0.0,0,-313,0,313,45,True,0
Stefan Ortega Moreno,GK,Man City,1.0,0,0,0,0,0.0,358,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,3,0,0,0,0,10,0,55440,0,1,2,0.0,0,-936,481,1417,53,False,0
Stephy Mavididi,MID,Leicester,1.8,0,0,5,0,0.0,298,0.07,0.27,0.20,0.99,93,1,0,0.0,0.0,2024-11-02T15:00:00Z,70,10,0,0,0,0,10,0,111875,1,1,1,0.0,1,-11244,8356,19600,53,False,1
Steven Benda,GK,Fulham,0.0,0,0,0,0,0.0,242,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,4,0,0,0,0,10,0,49370,0,,,0.0,0,-476,548,1024,40,True,0
Sugawara Yukinari,DEF,Southampton,2.0,1,0,13,0,0.0,474,0.07,0.07,0.00,0.85,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,11,8,0,0,0,0,10,0,24348,0,0,1,0.0,4,-998,628,1626,45,True,0
Sven Botman,DEF,Newcastle,0.0,0,0,0,0,0.0,393,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,1,0,0,0,0,10,0,1414,0,0,1,0.0,0,-12,46,58,44,True,0
Sávio 'Savinho' Moreira de Oliveira,MID,Man City,2.1,0,0,0,0,0.0,571,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,3,0,0,0,0,10,0,160262,0,1,2,0.0,0,-30685,21867,52552,65,False,0
Séamus Coleman,DEF,Everton,0.5,0,0,0,0,0.0,221,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,17,0,0,0,0,10,0,3743,0,0,1,0.0,0,164,369,205,43,False,0
Sékou Mara,FWD,Southampton,0.0,0,0,0,0,0.0,468,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,8,0,0,0,0,10,0,3392,0,0,1,0.0,0,-155,0,155,50,True,0
Taiwo Awoniyi,FWD,Nott'm Forest,0.8,0,0,2,0,0.0,424,0.00,0.10,0.10,0.00,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,11,19,0,0,0,0,10,0,35405,0,0,3,0.0,1,-1593,1407,3000,56,True,0
Tariq Lamptey,DEF,Brighton,-0.2,0,0,0,0,0.0,131,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,12,0,0,0,0,10,0,18993,0,1,2,0.0,0,791,1417,626,44,False,0
Tawanda Chirewa,MID,Wolves,0.0,0,0,0,0,0.0,538,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,7,0,0,0,0,10,0,3744,0,2,2,0.0,0,-196,0,196,45,True,0
Taylor Harwood-Bellis,DEF,Southampton,1.7,0,0,27,1,0.0,461,0.01,0.33,0.32,1.47,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,90,8,0,0,0,0,10,0,1087291,1,0,1,0.0,6,-4314,27696,32010,41,True,0
Thomas Partey,MID,Arsenal,3.0,0,0,19,0,0.0,20,0.06,0.06,0.00,0.54,96,1,0,0.0,0.0,2024-11-02T12:30:00Z,85,15,0,0,0,0,10,0,120783,1,0,1,0.0,2,-7449,5048,12497,50,False,0
Timothy Castagne,DEF,Fulham,0.2,0,0,0,0,0.0,244,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,4,0,0,0,0,10,0,81731,0,,,0.0,0,-9126,524,9650,42,True,0
Timo Werner,MID,Spurs,1.7,0,0,0,0,0.0,509,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,2,0,0,0,0,10,0,18934,0,,,0.0,0,-99,1404,1503,62,True,0
Tim Iroegbunam,MID,Everton,0.0,0,0,0,0,0.0,226,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,17,0,0,0,0,10,0,78753,0,0,1,0.0,0,-14246,81,14327,45,False,0
Tim Ream,DEF,Fulham,0.0,0,0,0,0,0.0,253,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,4,0,0,0,0,10,0,655,0,,,0.0,0,-22,0,22,45,True,0
Tino Livramento,DEF,Newcastle,1.5,0,0,27,1,0.0,409,0.02,0.02,0.00,1.11,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,90,1,0,0,0,0,10,0,199908,1,0,1,0.0,6,-11981,2631,14612,45,True,0
Toby Collyer,MID,Man Utd,-0.5,0,0,0,0,0.0,613,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,6,0,0,0,0,10,0,5935,0,,,0.0,0,-259,172,431,45,True,0
Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,0,0.0,22,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,15,0,0,0,0,10,0,4102,0,0,1,0.0,0,-213,43,256,48,False,0
Tommy Doyle,MID,Wolves,2.0,0,0,15,0,0.0,544,0.01,0.02,0.01,1.44,100,1,0,0.0,0.0,2024-11-02T17:30:00Z,62,7,0,0,0,0,10,0,5310,1,2,2,0.0,2,1030,1247,217,48,True,0
Tommy Setford,GK,Arsenal,1.0,0,0,0,0,0.0,639,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,15,0,0,0,0,10,0,3224,0,0,1,0.0,0,-47,124,171,45,False,0
Tom Cairney,MID,Fulham,0.5,0,0,0,0,0.0,243,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,4,0,0,0,0,10,0,3609,0,,,0.0,0,-41,157,198,48,True,0
Tom Cannon,FWD,Leicester,0.0,0,0,0,0,0.0,286,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,10,0,0,0,0,10,0,58753,0,1,1,0.0,0,-5042,0,5042,45,False,0
Tom Heaton,GK,Man Utd,-0.5,0,0,0,0,0.0,374,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,6,0,0,0,0,10,0,26614,0,,,0.0,0,-174,383,557,40,True,0
Tom King,GK,Wolves,0.0,0,0,0,0,0.0,556,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,7,0,0,0,0,10,0,180211,0,2,2,0.0,0,671,4381,3710,40,True,0
Tomáš Souček,MID,West Ham,1.0,0,0,0,0,0.0,530,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,16,0,0,0,0,10,0,270223,0,0,3,0.0,0,-18709,8672,27381,50,False,0
Tony Yogane,MID,Brentford,0.0,0,0,0,0,0.0,661,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,9,0,0,0,0,10,0,1425,0,,,0.0,0,53,206,153,45,False,0
Tosin Adarabioyo,DEF,Chelsea,0.5,0,0,0,0,0.0,187,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,14,0,0,0,0,10,0,18561,0,,,0.0,0,-1241,425,1666,43,False,0
Toti António Gomes,DEF,Wolves,0.5,0,0,14,0,0.0,567,0.00,0.00,0.00,1.14,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,51,7,0,0,0,0,10,0,16424,1,0,0,0.0,1,-466,552,1018,43,True,0
Trent Alexander-Arnold,DEF,Liverpool,4.2,0,0,26,0,0.0,311,0.10,0.10,0.00,1.00,94,1,0,0.0,0.0,2024-11-02T15:00:00Z,90,5,0,0,0,0,10,0,3207568,1,1,2,0.0,2,8256,124684,116428,70,True,0
Trevoh Chalobah,DEF,Crystal Palace,4.8,0,0,18,0,0.0,159,0.00,0.06,0.06,1.39,100,2,1,0.0,0.0,2024-11-02T17:30:00Z,77,20,0,0,0,0,10,0,27933,1,1,2,0.0,7,10415,11219,804,44,False,0
Tyler Adams,MID,Bournemouth,-0.8,0,0,1,0,0.0,60,0.02,0.02,0.00,0.97,91,1,0,0.0,0.0,2024-11-02T15:00:00Z,24,13,0,0,0,0,10,0,1161,0,1,2,0.0,0,217,359,142,49,True,1
Tyler Dibling,MID,Southampton,0.3,0,0,0,0,0.0,608,0.02,0.02,0.00,1.03,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,31,8,0,0,0,0,10,0,343717,0,0,1,0.0,0,-3947,24698,28645,46,True,1
Tyler Morton,MID,Liverpool,1.0,0,0,0,0,0.0,331,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,5,0,0,0,0,10,0,18198,0,1,2,0.0,0,4105,7050,2945,44,True,0
Tyrell Malacia,DEF,Man Utd,-0.1,0,0,0,0,0.0,379,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,6,0,0,0,0,10,0,880,0,,,0.0,0,-14,13,27,44,True,0
Tyrick Mitchell,DEF,Crystal Palace,2.5,0,0,4,0,0.0,210,0.11,0.17,0.06,1.39,100,2,0,0.0,0.0,2024-11-02T17:30:00Z,77,20,0,0,0,0,10,0,179603,1,2,2,0.0,1,12891,19340,6449,49,False,0
Tyrone Mings,DEF,Aston Villa,-0.5,0,0,0,0,0.0,49,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,6077,0,,,0.0,0,543,866,323,44,False,0
Valentín Barco,DEF,Brighton,0.0,0,0,0,0,0.0,116,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,12,0,0,0,0,10,0,459010,0,1,2,0.0,0,-42020,0,42020,40,False,0
Victor Kristiansen,DEF,Leicester,1.5,0,0,12,0,0.0,296,0.08,0.08,0.00,0.99,93,1,0,0.0,0.0,2024-11-02T15:00:00Z,85,10,0,0,0,0,10,0,12442,1,1,1,0.0,2,-1566,163,1729,45,False,0
Victor Lindelöf,DEF,Man Utd,0.0,0,0,0,0,0.0,376,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,6,0,0,0,0,10,0,9002,0,,,0.0,0,81,377,296,43,True,0
Viljami Sinisalo,GK,Aston Villa,0.0,0,0,0,0,0.0,55,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,18,0,0,0,0,10,0,95,0,,,0.0,0,-3,0,3,40,False,0
Virgil van Dijk,DEF,Liverpool,6.5,1,0,14,0,0.0,339,0.01,0.01,0.00,1.00,94,1,0,0.0,0.0,2024-11-02T15:00:00Z,90,5,0,0,0,0,10,0,1846137,1,1,2,0.0,5,207068,230825,23757,62,True,0
Vitalii Mykolenko,DEF,Everton,3.3,0,0,9,0,0.0,231,0.03,0.06,0.03,0.69,98,1,0,0.0,0.0,2024-11-02T15:00:00Z,90,17,0,0,0,0,10,0,458778,1,0,1,0.0,2,12304,25920,13616,43,False,0
Vitaly Janelt,MID,Brentford,2.8,0,0,0,0,0.0,94,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,9,0,0,0,0,10,0,23669,0,,,0.0,0,1913,3476,1563,49,False,0
Vladimír Coufal,DEF,West Ham,0.0,0,0,0,0,0.0,516,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,16,0,0,0,0,10,0,58500,0,0,3,0.0,0,-2957,520,3477,43,False,0
Vítezslav Jaros,GK,Liverpool,1.2,0,0,0,0,0.0,660,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,5,0,0,0,0,10,0,25726,0,1,2,0.0,0,78,2354,2276,40,True,0
Wanya Marçal-Madivádua,MID,Leicester,0.0,0,0,0,0,0.0,297,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,10,0,0,0,0,10,0,1952,0,1,1,0.0,0,-130,0,130,45,False,0
Wesley Fofana,DEF,Chelsea,1.0,0,0,0,0,0.0,189,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,14,0,0,0,0,10,0,50884,0,,,0.0,0,-1171,1967,3138,45,False,0
Wes Burns,MID,Ipswich,1.5,0,0,5,0,0.0,264,0.00,0.00,0.00,1.52,93,1,0,0.0,0.0,2024-11-02T15:00:00Z,9,11,0,0,0,0,10,0,4156,0,1,1,0.0,1,-57,253,310,49,True,0
Wes Foderingham,GK,West Ham,0.0,0,0,0,0,0.0,522,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,16,0,0,0,0,10,0,15556,0,0,3,0.0,0,-304,172,476,44,False,0
